 Aerosmith, 2,  Every time when I look in the mirror  
 Aerosmith, 2,  All these lines on my face getting clearer  
 Aerosmith, 2,  The past is gone  
 Aerosmith, 2,  It went by like dusk to dawn  
 Aerosmith, 2,  Isn't that the way  
 Aerosmith, 2,  Everybody's got the dues in life to pay Yeah  
 Aerosmith, 2,  I know nobody knows  
 Aerosmith, 2,  Where it comes and where it goes  
 Aerosmith, 2,  I know it's everybody sin  
 Aerosmith, 2,  You got to lose to know how to win Half my life's in books written pages  
 Aerosmith, 2,  Live and learn from fools and  
 Aerosmith, 2,  From sages  
 Aerosmith, 2,  You know it's true oh  
 Aerosmith, 2,  All the come back to you Sing with me sing for a year  
 Aerosmith, 2,  Sing for the laughter and sing for my tear  
 Aerosmith, 2,  Sing with me if it's just for today  
 Aerosmith, 2,  Maybe tomorrow the good Lord will take you away Yeah sing with me sing for the year  
 Aerosmith, 2,  Sing for the laughter and sing for the tear  
 Aerosmith, 2,  Sing it with me if it's just for today  
 Aerosmith, 2,  Maybe tomorrow the good Lord will take you away Dream on  
 Aerosmith, 2,  Dream on  
 Aerosmith, 2,  Dream on  
 Aerosmith, 2,  Dream until the dream come true  
 Aerosmith, 2,  Dream on  
 Aerosmith, 2,  Dream on  
 Aerosmith, 2,  Dream on  
 Aerosmith, 2,  Dream until your dream come true  
 Aerosmith, 2,  Dream on  
 Aerosmith, 2,  Dream on  
 Aerosmith, 2,  Dream on  
 Aerosmith, 2,  Dream on  
 Aerosmith, 2,  Dream on  
 Aerosmith, 2,  Dream on  
 Aerosmith, 2,  Dream on Sing with me sing for the year  
 Aerosmith, 2,  Sing for the laughter and sing for the tear  
 Aerosmith, 2,  Sing with me if it's just for today  
 Aerosmith, 2,  Maybe tomorrow the good Lord will take you away  
 Aerosmith, 2,  Sing with me sing for the year  
 Aerosmith, 2,  Sing for the laughter and sing for the tear  
 Aerosmith, 2,  Sing it with me if it's just for today  
 Aerosmith, 2,  Maybe tomorrow the good Lord will take you away I could stay awake just to hear you breathing  
 Aerosmith, 2,  Watch you smile while you are sleeping  
 Aerosmith, 2,  While you're far away and dreaming I could spend my life in this sweet surrender  
 Aerosmith, 2,  I could stay lost in this moment forever  
 Aerosmith, 2,  Ooh every moment spent with you is a moment I treasure Don't want to close my eyes  
 Aerosmith, 2,  I don't want to fall asleep  
 Aerosmith, 2,  Cause I'd miss you babe  
 Aerosmith, 2,  And I don't want to miss a thing Cause even when I dream of you  
 Aerosmith, 2,  The sweetest dream will never do  
 Aerosmith, 2,  I'd still miss you babe  
 Aerosmith, 2,  And I don't want to miss a thing Lying close to you feeling your heart beating  
 Aerosmith, 2,  And I'm wondering what you're dreaming  
 Aerosmith, 2,  Wondering if it's me you're seeing Then I kiss your eyes  
 Aerosmith, 2,  And thank God we're together  
 Aerosmith, 2,  And I just want to stay with you in this moment forever  
 Aerosmith, 2,  Forever and ever I don't want to close my eyes  
 Aerosmith, 2,  I don't want to fall asleep  
 Aerosmith, 2,  Cause I'd miss you babe  
 Aerosmith, 2,  And I don't want to miss a thing Cause even when I dream of you  
 Aerosmith, 2,  The sweetest dream will never do  
 Aerosmith, 2,  I'd still miss you babe  
 Aerosmith, 2,  And I don't want to miss a thing And I don't want to miss one smile  
 Aerosmith, 2,  I don't want to miss one kiss  
 Aerosmith, 2,  Well I just want to be with you right here with you  
 Aerosmith, 2,  Just like this I just want to hold you close  
 Aerosmith, 2,  I feel your heart so close to mine  
 Aerosmith, 2,  And just stay here in this moment  
 Aerosmith, 2,  For all of the rest of time  
 Aerosmith, 2,  Yeah-yeah-yeah-yeah-yeah  Don't want to close my eyes  
 Aerosmith, 2,  Don't want to fall asleep  
 Aerosmith, 2,  Cause I'd miss you babe  
 Aerosmith, 2,  And I don't want to miss a thing Cause even when I dream of you  
 Aerosmith, 2,  The sweetest dream will never do  
 Aerosmith, 2,  I'd still miss you babe  
 Aerosmith, 2,  And I don't want to miss a thing I don't want to close my eyes  
 Aerosmith, 2,  I don't want to fall asleep  
 Aerosmith, 2,  Cause I'd miss you babe  
 Aerosmith, 2,  And I don't want to miss a thing Cause even when I dream of you  
 Aerosmith, 2,  The sweetest dream will never do  
 Aerosmith, 2,  I'd still miss you babe  
 Aerosmith, 2,  And I don't want to miss a thing Don't want to close my eyes  
 Aerosmith, 2,  I don't want to fall asleep yeah  
 Aerosmith, 2,  I don't want to miss a thing I could stay awake just to hear you breathing  
 Aerosmith, 2,  Watch you smile while you are sleeping  
 Aerosmith, 2,  While you're far away and dreaming  
 Aerosmith, 2,  I could spend my life in this sweet surrender  
 Aerosmith, 2,  I could stay lost in this moment forever  
 Aerosmith, 2,  When every moment spent with you is a moment I treasure Chorus  
 Aerosmith, 2,  I don't wanna close my eyes  
 Aerosmith, 2,  I don't wanna fall asleep  
 Aerosmith, 2,  Cause I'd miss you babe  
 Aerosmith, 2,  And I don't wanna miss a thing  
 Aerosmith, 2,  Cause even when I dream of you  
 Aerosmith, 2,  The sweetest dream would never do  
 Aerosmith, 2,  I'd still miss you babe  
 Aerosmith, 2,  And I don't wanna miss a thing Lying close to you  
 Aerosmith, 2,  feeling your heart beating  
 Aerosmith, 2,  And I'm wondering what you're dreaming  
 Aerosmith, 2,  Wondering if it's me you're seeing  
 Aerosmith, 2,  And then I kiss your eyes  
 Aerosmith, 2,  And thank God we're together  
 Aerosmith, 2,  I just wanna stay with you in this moment forever  
 Aerosmith, 2,  Forever and ever  Chorus  And I don't wanna miss one smile  
 Aerosmith, 2,  I don't wanna miss one kiss  
 Aerosmith, 2,  I just wanna be with you  
 Aerosmith, 2,  Right here with you just like this  
 Aerosmith, 2,  Well I just wanna hold you close  
 Aerosmith, 2,  And feel your heart so close to mine  
 Aerosmith, 2,  And just stay here in this moment  
