 Aerosmith, 0,  Every time when I look in the mirror  
 Aerosmith, 0,  All these lines on my face getting clearer  
 Aerosmith, 0,  The past is gone  
 Aerosmith, 0,  It went by like dusk to dawn  
 Aerosmith, 0,  Isn't that the way  
 Aerosmith, 0,  Everybody's got the dues in life to pay Yeah  
 Aerosmith, 0,  I know nobody knows  
 Aerosmith, 0,  Where it comes and where it goes  
 Aerosmith, 0,  I know it's everybody sin  
 Aerosmith, 0,  You got to lose to know how to win Half my life's in books written pages  
 Aerosmith, 0,  Live and learn from fools and  
 Aerosmith, 0,  From sages  
 Aerosmith, 0,  You know it's true oh  
 Aerosmith, 0,  All the come back to you Sing with me sing for a year  
 Aerosmith, 0,  Sing for the laughter and sing for my tear  
 Aerosmith, 0,  Sing with me if it's just for today  
 Aerosmith, 0,  Maybe tomorrow the good Lord will take you away Yeah sing with me sing for the year  
 Aerosmith, 0,  Sing for the laughter and sing for the tear  
 Aerosmith, 0,  Sing it with me if it's just for today  
 Aerosmith, 0,  Maybe tomorrow the good Lord will take you away Dream on  
 Aerosmith, 0,  Dream on  
 Aerosmith, 0,  Dream on  
 Aerosmith, 0,  Dream until the dream come true  
 Aerosmith, 0,  Dream on  
 Aerosmith, 0,  Dream on  
 Aerosmith, 0,  Dream on  
 Aerosmith, 0,  Dream until your dream come true  
 Aerosmith, 0,  Dream on  
 Aerosmith, 0,  Dream on  
 Aerosmith, 0,  Dream on  
 Aerosmith, 0,  Dream on  
 Aerosmith, 0,  Dream on  
 Aerosmith, 0,  Dream on  
 Aerosmith, 0,  Dream on Sing with me sing for the year  
 Aerosmith, 0,  Sing for the laughter and sing for the tear  
 Aerosmith, 0,  Sing with me if it's just for today  
 Aerosmith, 0,  Maybe tomorrow the good Lord will take you away  
 Aerosmith, 0,  Sing with me sing for the year  
 Aerosmith, 0,  Sing for the laughter and sing for the tear  
 Aerosmith, 0,  Sing it with me if it's just for today  
 Aerosmith, 0,  Maybe tomorrow the good Lord will take you away I could stay awake just to hear you breathing  
 Aerosmith, 0,  Watch you smile while you are sleeping  
 Aerosmith, 0,  While you're far away and dreaming I could spend my life in this sweet surrender  
 Aerosmith, 0,  I could stay lost in this moment forever  
 Aerosmith, 0,  Ooh every moment spent with you is a moment I treasure Don't want to close my eyes  
 Aerosmith, 0,  I don't want to fall asleep  
 Aerosmith, 0,  Cause I'd miss you babe  
 Aerosmith, 0,  And I don't want to miss a thing Cause even when I dream of you  
 Aerosmith, 0,  The sweetest dream will never do  
 Aerosmith, 0,  I'd still miss you babe  
 Aerosmith, 0,  And I don't want to miss a thing Lying close to you feeling your heart beating  
 Aerosmith, 0,  And I'm wondering what you're dreaming  
 Aerosmith, 0,  Wondering if it's me you're seeing Then I kiss your eyes  
